"","X.1","X","date","time","impressions","likes","shares","total_clicks","engagements","description","other_clicks","photo_views","comments","reach","vectorific","isOc","weekday"
"888",888,888,2022-02-05,"19:02",1655,66,8,36,80,"OC",26,10,6,1593,888,TRUE,"Saturday"
"889",889,889,2022-02-06,"16:02",434,11,1,25,12,"",9,16,0,398,889,FALSE,"Sunday"
"890",890,890,2022-02-06,"16:02",1334,51,4,72,55,"",52,20,0,1279,890,FALSE,"Sunday"
"891",891,891,2022-02-06,"19:02",13410,603,85,477,707,"OC",359,118,19,12777,891,TRUE,"Sunday"
"892",892,892,2022-02-06,"19:02",1415,35,5,82,42,"",61,21,2,1335,892,FALSE,"Sunday"
"893",893,893,2022-02-06,"23:02",793,23,2,11,25,"",3,8,0,766,893,FALSE,"Sunday"
"894",894,894,2022-01-01,"13:01",1046,15,3,70,19,"OC. Source: The first essay in ""Other Minds,"" by John Wisdom

Why is analytic philosophy like this?",29,41,1,1005,894,TRUE,"Saturday"
"895",895,895,2022-04-19,"17:04",1361,30,1,176,31,"",51,125,0,1282,895,FALSE,"Tuesday"
"896",896,896,2022-04-21,"08:04",1684,22,3,210,26,"",52,158,1,1623,896,FALSE,"Thursday"
"897",897,897,2022-04-21,"14:04",1304,42,7,84,52,"",77,7,3,1288,897,FALSE,"Thursday"
"898",898,898,2022-04-22,"17:04",1929,62,7,153,71,"",117,36,2,1887,898,FALSE,"Friday"
"899",899,899,2022-04-22,"22:04",2894,28,2,516,39,"I'm a 6",317,199,9,2784,899,FALSE,"Friday"
"900",900,900,2022-04-23,"13:04",2009,58,3,120,62,"",103,17,1,1935,900,FALSE,"Saturday"
"901",901,901,2022-04-24,"02:04",1234,14,3,35,17,"",16,19,0,1168,901,FALSE,"Sunday"
"902",902,902,2022-04-24,"20:04",2050,61,15,244,85,"",143,101,9,1860,902,FALSE,"Sunday"
"903",903,903,2022-04-25,"18:04",2835,149,17,315,170,"",249,66,4,2719,903,FALSE,"Monday"
"904",904,904,2022-04-26,"11:04",1205,19,3,7,22,"Timely repost",4,3,0,1129,904,FALSE,"Tuesday"
"905",905,905,2022-04-26,"17:04",887,7,2,8,10,"""A wonderful musical experience simulating the imaginative life of an NPC from Disney Studios.""",NA,8,1,810,905,FALSE,"Tuesday"
"906",906,906,2022-04-26,"18:04",2861,107,32,225,142,"",142,83,3,2776,906,FALSE,"Tuesday"
"907",907,907,2022-04-27,"23:04",1884,56,5,115,69,"",103,12,8,1763,907,FALSE,"Wednesday"
"908",908,908,2022-04-30,"09:04",4054,156,19,181,179,"",125,56,4,3941,908,FALSE,"Saturday"
"909",909,909,2022-04-30,"15:04",1487,28,1,69,30,"",49,20,1,1416,909,FALSE,"Saturday"
"910",910,910,2022-05-01,"01:05",1727,34,2,76,39,"bugge",51,25,3,1666,910,FALSE,"Sunday"
"911",911,911,2022-05-02,"05:05",1001,13,2,14,15,"Easter? I hardly even know 'er!
OC",9,5,0,931,911,TRUE,"Monday"
"912",912,912,2022-05-02,"08:05",2562,77,13,237,91,"",174,63,1,2460,912,FALSE,"Monday"
"913",913,913,2022-05-02,"15:05",895,20,2,101,22,"",75,26,0,823,913,FALSE,"Monday"
"914",914,914,2022-05-03,"11:05",2345,52,15,148,68,"",90,58,1,2228,914,FALSE,"Tuesday"
"915",915,915,2022-05-03,"23:05",2557,109,19,147,132,"",115,32,4,2418,915,FALSE,"Tuesday"
"916",916,916,2022-05-08,"15:05",1628,26,6,73,32,"",50,23,0,1520,916,FALSE,"Sunday"
"917",917,917,2022-05-08,"17:05",2045,26,2,142,29,"",109,33,1,1961,917,FALSE,"Sunday"
"918",918,918,2022-05-10,"08:05",2479,99,13,164,113,"",92,72,1,2379,918,FALSE,"Tuesday"
"919",919,919,2022-05-10,"14:05",1073,22,3,8,25,"OC.",2,6,0,1018,919,TRUE,"Tuesday"
"920",920,920,2022-05-11,"07:05",1324,34,0,150,34,"",150,NA,0,1312,920,FALSE,"Wednesday"
"921",921,921,2022-05-11,"16:05",4286,94,7,358,103,"Long meme.",134,224,2,3996,921,FALSE,"Wednesday"
"922",922,922,2022-05-12,"09:05",3079,118,11,604,129,"",337,267,0,3032,922,FALSE,"Thursday"
"923",923,923,2022-05-12,"09:05",2254,77,15,58,94,"Shamelessly stolen",33,25,2,2149,923,FALSE,"Thursday"
"924",924,924,2022-05-12,"21:05",1702,40,6,128,48,"",94,30,2,1634,924,FALSE,"Thursday"
"925",925,925,2022-05-12,"22:05",7243,209,40,306,257,"OC",193,113,8,6829,925,TRUE,"Thursday"
"926",926,926,2022-05-13,"07:05",1093,32,7,52,41,"OC",38,14,2,1028,926,TRUE,"Friday"
"927",927,927,2022-05-13,"18:05",2642,84,10,282,96,"",229,53,2,2577,927,FALSE,"Friday"
"928",928,928,2022-05-13,"21:05",3490,114,9,586,131,"",200,386,8,3365,928,FALSE,"Friday"
"929",929,929,2022-05-14,"08:05",30750,460,112,991,586,"This book got hands tbh",655,336,14,29827,929,FALSE,"Saturday"
"930",930,930,2022-05-15,"15:05",3626,134,19,376,165,"",237,139,12,3560,930,FALSE,"Sunday"
"931",931,931,2022-05-15,"22:05",1391,48,4,59,54,"",26,NA,2,1341,931,FALSE,"Sunday"
"932",932,932,2022-05-17,"07:05",2548,102,12,189,116,"",133,56,2,2470,932,FALSE,"Tuesday"
"933",933,933,2022-05-17,"08:05",1195,18,3,77,21,"",42,35,0,1145,933,FALSE,"Tuesday"
"934",934,934,2022-05-17,"17:05",1616,14,0,93,16,"This post has caused a certain someone to spin in his grave",74,19,2,1533,934,FALSE,"Tuesday"
"935",935,935,2022-05-17,"21:05",805,3,0,26,3,"",18,8,0,759,935,FALSE,"Tuesday"
"936",936,936,2022-05-18,"13:05",3793,119,12,126,144,"ATTENTION ☝️GYM🏋️‍♂️ LADIES♀️: IMPORTANT✔ SERVICE 🚩ANNOUNCEMENT!⬇️ 

IF you see a buff💪 MAN♂️ in the GYM🏯 lifting WEIGHTS🏋️‍♂️ and he SMILES 😊in your DIRECTION⏭

IT DOES NOT🚫❌✖❎ mean🤔 that he is interested😍 in YOU👰

HE👨‍💼 is PROBABLY ✔just thinking about his FOUCAULT🏛 x NIETZCH👨 TIME Travel🕢 Fan-Fiction👬

(Foucault goes back in time and teaches nietzche the true meaning of love and truth and power relations and nietzche doesn't get syphilis and becomes a stoner who likes MCR instead)",126,NA,13,3666,936,TRUE,"Wednesday"
"937",937,937,2022-05-18,"17:05",1408,24,3,89,27,"",89,NA,0,1358,937,FALSE,"Wednesday"
"938",938,938,2022-05-18,"20:05",1512,43,9,90,54,"",62,28,2,1474,938,FALSE,"Wednesday"
"939",939,939,2022-05-19,"11:05",1961,100,14,216,116,"",170,46,2,1813,939,FALSE,"Thursday"
"940",940,940,2022-05-19,"21:05",1642,35,3,69,40,"",50,19,2,1569,940,FALSE,"Thursday"
"941",941,941,2022-05-20,"06:05",2127,62,13,83,75,"",42,41,0,2055,941,FALSE,"Friday"
"942",942,942,2022-05-20,"11:05",2316,30,6,217,36,"Medieval philosophy is the friends you make along the way (while cosplaying with foam swords or whatever it is you people do)",69,148,0,2222,942,FALSE,"Friday"
"943",943,943,2022-05-20,"11:05",1451,20,4,34,27,"Low hanging fruit semi autobiographical O.C.",22,12,3,1312,943,TRUE,"Friday"
"944",944,944,2022-05-21,"22:05",2058,74,16,82,91,"",47,35,1,1951,944,FALSE,"Saturday"
"945",945,945,2022-05-22,"08:05",2186,52,7,125,62,"",108,17,3,2074,945,FALSE,"Sunday"
"946",946,946,2022-05-22,"14:05",1567,29,5,50,34,"S(oc)iety",22,28,0,1480,946,TRUE,"Sunday"
"947",947,947,2022-05-22,"17:05",1865,21,5,77,26,"",36,41,0,1763,947,FALSE,"Sunday"
"948",948,948,2022-05-23,"15:05",990,15,4,51,19,"",24,27,0,940,948,FALSE,"Monday"
"949",949,949,2022-05-24,"09:05",12004,343,38,599,408,"",491,108,27,12004,949,FALSE,"Tuesday"
"950",950,950,2022-05-24,"15:05",2169,63,8,157,72,"",104,53,1,2082,950,FALSE,"Tuesday"
"951",951,951,2022-05-25,"13:05",1096,11,2,14,13,"They're just questions, Leon.",6,8,0,1049,951,FALSE,"Wednesday"
"952",952,952,2022-05-25,"21:05",1590,43,0,62,49,"This page has only one joke, which is the self-embodiment of physical perfection through psychological suffering.",62,NA,6,1537,952,FALSE,"Wednesday"
"953",953,953,2022-05-26,"08:05",2213,47,13,172,60,"",94,78,0,2161,953,FALSE,"Thursday"
"954",954,954,2022-05-26,"09:05",2318,79,9,116,94,"Madness and Civilization meme",87,29,6,2193,954,FALSE,"Thursday"
"955",955,955,2022-05-26,"17:05",1442,52,8,98,61,"",75,23,1,1355,955,FALSE,"Thursday"
"956",956,956,2022-05-27,"11:05",1582,35,6,98,43,"""We saw you from across the bar and really hate your vibe. Can you please stop ASSAULTING everyone with your dark energy?""",85,13,2,1518,956,FALSE,"Friday"
"957",957,957,2022-05-27,"14:05",2659,94,4,191,103,"",156,35,5,2577,957,FALSE,"Friday"
"958",958,958,2022-05-29,"09:05",2508,79,14,231,94,"",148,83,1,2379,958,FALSE,"Sunday"
"959",959,959,2022-05-29,"11:05",1933,41,8,80,49,"",55,25,0,1791,959,FALSE,"Sunday"
"960",960,960,2022-05-30,"09:05",1248,33,0,123,33,"",123,NA,0,1185,960,FALSE,"Monday"
"961",961,961,2022-05-30,"12:05",33649,752,92,853,882,"Toxic in the sense that trying to read it will give you a serious headache. 

O.C, but probably has been done before.",606,247,38,33649,961,TRUE,"Monday"
"962",962,962,2022-05-30,"14:05",2052,40,3,85,54,"I will accept you as a Brother regardless.",65,20,11,1959,962,FALSE,"Monday"
"963",963,963,2022-05-31,"19:05",4150,124,11,211,135,"Sorry for all the Foucault posting lmao",134,77,0,3961,963,FALSE,"Tuesday"
"964",964,964,2022-05-31,"23:05",2347,27,6,234,35,"",161,70,2,2196,964,FALSE,"Tuesday"
"965",965,965,2022-06-01,"13:06",2295,76,13,193,92,"",131,62,3,2141,965,FALSE,"Wednesday"
"966",966,966,2022-06-02,"07:06",2500,70,15,221,87,"",167,54,2,2332,966,FALSE,"Thursday"
"967",967,967,2022-06-02,"18:06",2737,82,12,120,102,"",94,26,8,2609,967,FALSE,"Thursday"
"968",968,968,2022-06-03,"10:06",3353,183,26,283,212,"",208,72,3,3150,968,FALSE,"Friday"
"969",969,969,2022-06-03,"11:06",1097,8,0,8,8,"Poor Execution O.C.
 ""The Vinegar Tasters"" but with Donald Duck, Mickey Mouse, and Goofy. Somebody should make a better version of this who can actually draw.

The vinegar tasters shows buddha, laozi, and confucius tasting from a pot of vinegar. 
Laozi sees it as sweet, the way daoists see the world as already perfect.
Buddha sees it as bitter, the way buddhists see life as full of suffering,
Confucius sees it as sour, the way they think humans are corrupt and need to be managed through social institutions and traditions.",5,3,0,1028,969,TRUE,"Friday"
"970",970,970,2022-06-04,"06:06",4949,129,21,551,200,"OC",496,55,50,4560,970,TRUE,"Saturday"
"971",971,971,2022-06-04,"15:06",2131,59,9,106,70,"",72,34,2,2006,971,FALSE,"Saturday"
"972",972,972,2022-06-04,"22:06",1762,82,12,78,95,"",52,26,1,1670,972,FALSE,"Saturday"
"973",973,973,2022-06-04,"22:06",2437,126,18,187,146,"",138,49,2,2228,973,FALSE,"Saturday"
"974",974,974,2022-06-05,"09:06",3071,85,13,361,100,"",214,147,2,2875,974,FALSE,"Sunday"
"975",975,975,2022-06-05,"12:06",2126,84,11,159,102,"Honestly this question has been the source of all the dialectical tension in my life lately",124,35,7,1905,975,FALSE,"Sunday"
"976",976,976,2022-06-06,"07:06",2616,82,19,185,109,"",148,37,8,2434,976,FALSE,"Monday"
"977",977,977,2022-06-06,"08:06",2002,35,5,105,42,"",85,20,2,1842,977,FALSE,"Monday"
"978",978,978,2022-06-07,"18:06",1985,41,8,99,49,"",62,37,0,1845,978,FALSE,"Tuesday"
"979",979,979,2022-06-07,"19:06",1420,32,8,37,42,"",25,12,2,1284,979,FALSE,"Tuesday"
"980",980,980,2022-06-08,"12:06",3253,96,14,228,123,"Stolen",171,57,13,3032,980,FALSE,"Wednesday"
"981",981,981,2022-06-09,"00:06",1303,20,2,28,22,"",22,6,0,1225,981,FALSE,"Thursday"
"982",982,982,2022-06-09,"10:06",719,5,0,0,5,"Cookie Clicker is basically about Jouissance.",NA,NA,0,672,982,FALSE,"Thursday"
"983",983,983,2022-06-10,"15:06",1264,30,7,130,37,"",72,58,0,1169,983,FALSE,"Friday"
"984",984,984,2022-06-10,"23:06",1112,23,2,14,25,"In case you haven't seen DUNE by now, this is basically it, you don't need to see it now.
O.C.",9,5,0,987,984,TRUE,"Friday"
"985",985,985,2022-06-11,"04:06",2198,85,11,108,99,"",86,22,3,2093,985,FALSE,"Saturday"
"986",986,986,2022-06-12,"13:06",1511,62,12,69,78,"Myth(O)poeti(C) homies where you at",60,9,4,1388,986,TRUE,"Sunday"
"987",987,987,2022-06-13,"07:06",3668,216,44,620,271,"",374,246,11,3488,987,FALSE,"Monday"
"988",988,988,2022-06-13,"08:06",947,29,0,96,30,"No-context spoiler for Cronenberg's new movie",96,NA,1,884,988,FALSE,"Monday"
"989",989,989,2022-06-13,"19:06",1709,36,2,86,38,"",66,20,0,1659,989,FALSE,"Monday"
"990",990,990,2022-06-14,"07:06",2006,41,9,191,51,"",109,82,1,1897,990,FALSE,"Tuesday"
"991",991,991,2022-06-14,"17:06",994,9,2,33,11,"",23,10,0,951,991,FALSE,"Tuesday"
"992",992,992,2022-06-16,"07:06",4408,195,37,194,246,"The memes make themselves these days",123,71,14,4165,992,FALSE,"Thursday"
"993",993,993,2022-06-16,"18:06",2700,83,17,237,104,"",106,131,4,2573,993,FALSE,"Thursday"
"994",994,994,2022-06-16,"18:06",8301,141,10,375,160,"Dang really looking forward to this.",316,59,9,8014,994,FALSE,"Thursday"
"995",995,995,2022-06-17,"10:06",1697,21,2,86,27,"",51,35,4,1615,995,FALSE,"Friday"
"996",996,996,2022-06-17,"13:06",10481,373,49,679,461,"Red book OC",558,121,39,10146,996,TRUE,"Friday"
"997",997,997,2022-06-17,"14:06",1162,27,6,9,33,"The secret to getting gains is living in harmony with the Wu Whey",9,NA,0,1105,997,FALSE,"Friday"
"998",998,998,2022-06-18,"00:06",1501,29,3,84,34,"",54,30,2,1440,998,FALSE,"Saturday"
"999",999,999,2022-06-18,"16:06",1575,11,1,16,12,"OC",9,7,0,1562,999,TRUE,"Saturday"
"1000",1000,1000,2022-06-19,"19:06",2219,96,20,88,121,"",36,52,5,2144,1000,FALSE,"Sunday"
"1001",1001,1001,2022-06-19,"19:06",3009,115,23,273,140,"",227,46,2,2815,1001,FALSE,"Sunday"
"1002",1002,1002,2022-06-20,"17:06",1220,10,1,25,11,"",19,6,0,1157,1002,FALSE,"Monday"
"1003",1003,1003,2022-06-20,"21:06",2283,103,12,148,125,"Goodnight Bros, and don't forget that sleep is important to build muscles and also have dreams.",125,23,10,2093,1003,FALSE,"Monday"
"1004",1004,1004,2022-06-21,"07:06",1391,17,2,33,19,"",24,9,0,1326,1004,FALSE,"Tuesday"
"1005",1005,1005,2022-06-23,"08:06",1615,28,2,70,30,"Us",42,28,0,1520,1005,FALSE,"Thursday"
"1006",1006,1006,2022-06-23,"10:06",3035,126,25,251,156,"",183,68,5,2880,1006,FALSE,"Thursday"
"1007",1007,1007,2022-06-24,"23:06",1288,27,0,158,27,"",158,NA,0,1211,1007,FALSE,"Friday"
"1008",1008,1008,2022-06-25,"09:06",2153,64,8,102,75,"",76,26,3,1985,1008,FALSE,"Saturday"
"1009",1009,1009,2022-06-25,"16:06",1106,35,0,96,36,"",96,NA,1,1019,1009,FALSE,"Saturday"
"1010",1010,1010,2022-06-26,"14:06",1131,10,0,23,11,"",13,10,1,1054,1010,FALSE,"Sunday"
"1011",1011,1011,2022-06-26,"14:06",1775,15,2,92,18,"Gotta love The Incal",47,45,1,1688,1011,FALSE,"Sunday"
"1012",1012,1012,2022-06-26,"21:06",1506,19,5,68,24,"",44,24,0,1422,1012,FALSE,"Sunday"
"1013",1013,1013,2022-06-26,"21:06",477,12,3,23,15,"",16,7,0,441,1013,FALSE,"Sunday"
"1014",1014,1014,2022-06-27,"07:06",2129,79,7,186,87,"",131,55,1,2041,1014,FALSE,"Monday"
"1015",1015,1015,2022-06-27,"13:06",1289,44,4,13,48,"You can't feel cognitive dissonance if you don't cognate. 
#Gymspiration",13,NA,0,1234,1015,FALSE,"Monday"
"1016",1016,1016,2022-06-28,"13:06",1942,85,8,141,95,"Psycho-analyst moment",100,41,2,1855,1016,FALSE,"Tuesday"
"1017",1017,1017,2022-06-28,"15:06",2370,25,5,63,30,"OC",29,34,0,2196,1017,TRUE,"Tuesday"
"1018",1018,1018,2022-06-29,"18:06",1392,36,4,78,41,"All must serve the cycle",63,15,1,1339,1018,FALSE,"Wednesday"
"1019",1019,1019,2022-06-29,"18:06",772,27,4,83,32,"",61,22,1,724,1019,FALSE,"Wednesday"
"1020",1020,1020,2022-06-29,"18:06",690,0,1,43,1,"",15,28,0,632,1020,FALSE,"Wednesday"
"1021",1021,1021,2022-06-30,"09:06",3032,116,14,255,136,"",191,64,6,3010,1021,FALSE,"Thursday"
"1022",1022,1022,2022-04-18,"20:04",1078,10,2,19,14,"",15,4,2,1028,1022,FALSE,"Monday"
"1023",1023,1023,2022-04-03,"14:04",1400,41,8,72,49,"",35,34,0,1378,1023,FALSE,"Sunday"
"1024",1024,1024,2022-04-03,"19:04",2832,99,13,93,120,"",74,18,8,2776,1024,FALSE,"Sunday"
"1025",1025,1025,2022-04-04,"14:04",2193,79,6,157,87,"",102,55,2,2135,1025,FALSE,"Monday"
"1026",1026,1026,2022-04-04,"21:04",1859,33,1,213,34,"An O.K. for you
Original Koan.",45,168,0,1758,1026,FALSE,"Monday"
"1027",1027,1027,2022-04-04,"23:04",917,38,4,27,42,"",11,16,0,858,1027,FALSE,"Monday"
"1028",1028,1028,2022-04-05,"08:04",1523,41,2,55,44,"",43,12,1,1476,1028,FALSE,"Tuesday"
"1029",1029,1029,2022-04-05,"13:04",1775,18,0,153,18,"So there *is* a CEO of racism",42,111,0,1718,1029,FALSE,"Tuesday"
"1030",1030,1030,2022-04-06,"07:04",929,11,2,20,14,"",17,3,1,884,1030,FALSE,"Wednesday"
"1031",1031,1031,2022-04-06,"09:04",2353,97,17,167,120,"",117,50,6,2282,1031,FALSE,"Wednesday"
"1032",1032,1032,2022-04-06,"16:04",1084,17,1,44,18,"",31,13,0,1023,1032,FALSE,"Wednesday"
"1033",1033,1033,2022-04-06,"20:04",1784,44,11,93,55,"",32,61,0,1728,1033,FALSE,"Wednesday"
"1034",1034,1034,2022-04-07,"08:04",2092,85,9,219,97,"",173,46,3,2009,1034,FALSE,"Thursday"
"1035",1035,1035,2022-04-07,"18:04",2324,87,14,246,103,"",168,78,2,2240,1035,FALSE,"Thursday"
"1036",1036,1036,2022-04-09,"14:04",2082,86,7,135,95,"",89,46,2,1980,1036,FALSE,"Saturday"
"1037",1037,1037,2022-04-09,"19:04",1250,52,6,144,68,"",129,15,10,1187,1037,FALSE,"Saturday"
"1038",1038,1038,2022-04-10,"08:04",1228,27,1,47,28,"",34,13,0,1184,1038,FALSE,"Sunday"
"1039",1039,1039,2022-04-10,"11:04",2431,76,6,248,88,"",178,70,6,2363,1039,FALSE,"Sunday"
"1040",1040,1040,2022-04-11,"09:04",2382,107,25,153,134,"",92,61,2,2344,1040,FALSE,"Monday"
"1041",1041,1041,2022-04-11,"23:04",1384,51,10,80,61,"",57,23,0,1358,1041,FALSE,"Monday"
"1042",1042,1042,2022-04-12,"12:04",4524,120,17,173,137,"OC",131,42,0,4460,1042,TRUE,"Tuesday"
"1043",1043,1043,2022-04-12,"15:04",1440,30,2,48,32,"",30,18,0,1402,1043,FALSE,"Tuesday"
"1044",1044,1044,2022-04-12,"21:04",1570,92,15,92,107,"",53,39,0,1514,1044,FALSE,"Tuesday"
"1045",1045,1045,2022-04-13,"09:04",961,51,7,31,58,"",16,15,0,912,1045,FALSE,"Wednesday"
"1046",1046,1046,2022-04-13,"16:04",1596,54,3,278,62,"I went to two universities. One was somewhat high-ranked and private. The other was all but a community college. Guess which one was more like this.",205,73,5,1560,1046,FALSE,"Wednesday"
"1047",1047,1047,2022-04-13,"19:04",1237,16,3,45,19,"",32,13,0,1189,1047,FALSE,"Wednesday"
"1048",1048,1048,2022-04-14,"00:04",696,9,0,52,9,"",52,NA,0,640,1048,FALSE,"Thursday"
"1049",1049,1049,2022-04-14,"23:04",1355,22,3,30,25,"No one named Jason has Buddha nature.
I will not elaborate.",22,8,0,1343,1049,FALSE,"Thursday"
"1050",1050,1050,2022-04-15,"15:04",934,17,0,25,17,"",20,5,0,898,1050,FALSE,"Friday"
"1051",1051,1051,2022-04-16,"09:04",1033,21,3,87,25,"",64,23,1,1000,1051,FALSE,"Saturday"
"1052",1052,1052,2022-04-16,"10:04",1528,38,5,60,43,"",31,29,0,1472,1052,FALSE,"Saturday"
"1053",1053,1053,2022-04-16,"10:04",1637,85,12,97,97,"",45,52,0,1575,1053,FALSE,"Saturday"
"1054",1054,1054,2022-04-16,"18:04",736,46,1,16,47,"Grading freshmen essays got a gym bro acting strange...",12,4,0,702,1054,FALSE,"Saturday"
"1055",1055,1055,2022-04-17,"18:04",767,18,0,57,21,"Best Spanish artist. A certain overrated Malagueño can piss off.

Bonus points if you know which of these was not technically painted by Goya.

Good song too.",57,NA,3,733,1055,FALSE,"Sunday"
"1056",1056,1056,2022-04-18,"11:04",1068,15,2,27,17,"",14,13,0,1053,1056,FALSE,"Monday"
"1057",1057,1057,2022-04-18,"14:04",1319,25,1,39,26,"",31,8,0,1288,1057,FALSE,"Monday"
"1058",1058,1058,2022-04-01,"20:04",2229,94,11,204,107,"",117,87,2,2113,1058,FALSE,"Friday"
"1059",1059,1059,2022-07-17,"23:07",1585,49,0,259,50,"",259,NA,1,1524,1059,FALSE,"Sunday"
"1060",1060,1060,2022-07-18,"17:07",2092,60,9,129,70,"",85,44,1,2036,1060,FALSE,"Monday"
"1061",1061,1061,2022-07-18,"18:07",777,6,1,34,7,"",5,NA,0,720,1061,FALSE,"Monday"
"1062",1062,1062,2022-07-19,"13:07",2798,66,9,214,76,"",116,98,1,2761,1062,FALSE,"Tuesday"
"1063",1063,1063,2022-07-19,"19:07",1591,33,9,68,42,"",29,39,0,1528,1063,FALSE,"Tuesday"
"1064",1064,1064,2022-07-20,"10:07",1114,26,0,71,29,"",71,NA,3,1069,1064,FALSE,"Wednesday"
"1065",1065,1065,2022-07-20,"21:07",659,6,1,36,10,"",19,NA,3,620,1065,FALSE,"Wednesday"
"1066",1066,1066,2022-07-21,"09:07",1690,43,7,84,51,"",72,12,1,1682,1066,FALSE,"Thursday"
"1067",1067,1067,2022-07-21,"11:07",1654,66,13,152,80,"",100,52,1,1608,1067,FALSE,"Thursday"
"1068",1068,1068,2022-07-21,"17:07",2543,52,8,144,61,"",62,82,1,2501,1068,FALSE,"Thursday"
"1069",1069,1069,2022-07-22,"11:07",1290,21,4,60,25,"",42,18,0,1225,1069,FALSE,"Friday"
"1070",1070,1070,2022-07-23,"07:07",2185,32,6,157,38,"",104,53,0,2181,1070,FALSE,"Saturday"
"1071",1071,1071,2022-07-23,"17:07",2109,35,11,105,46,"",57,48,0,2038,1071,FALSE,"Saturday"
"1072",1072,1072,2022-07-23,"17:07",8549,238,36,678,317,"Drugs are safe, introspection and talking about your feelings isn't.

EDIT: We were thinking of the PORT (1998) guidelines, not the APA's.",593,85,43,8097,1072,FALSE,"Saturday"
"1073",1073,1073,2022-07-24,"09:07",2419,64,6,131,77,"",78,53,7,2282,1073,FALSE,"Sunday"
"1074",1074,1074,2022-07-24,"12:07",2023,27,6,72,33,"",40,32,0,1972,1074,FALSE,"Sunday"
"1075",1075,1075,2022-07-24,"12:07",2078,23,5,106,28,"Martin Loser lol
*Faiths hard, works harder*",44,62,0,2014,1075,FALSE,"Sunday"
"1076",1076,1076,2022-07-25,"09:07",2329,55,17,125,72,"",46,79,0,2273,1076,FALSE,"Monday"
"1077",1077,1077,2022-07-26,"12:07",2699,78,10,229,93,"",189,40,5,2641,1077,FALSE,"Tuesday"
"1078",1078,1078,2022-07-26,"15:07",10178,209,25,654,257,"",573,81,23,9755,1078,FALSE,"Tuesday"
"1079",1079,1079,2022-07-27,"07:07",1678,13,2,49,16,"",39,10,1,1621,1079,FALSE,"Wednesday"
"1080",1080,1080,2022-07-27,"18:07",1785,9,0,119,9,"",52,67,0,1693,1080,FALSE,"Wednesday"
"1081",1081,1081,2022-07-28,"11:07",1884,23,2,87,26,"",32,55,1,1877,1081,FALSE,"Thursday"
"1082",1082,1082,2022-07-30,"14:07",1486,12,4,45,16,"",33,12,0,1468,1082,FALSE,"Saturday"
"1083",1083,1083,2022-07-30,"17:07",2070,29,4,187,34,"",161,26,1,2049,1083,FALSE,"Saturday"
"1084",1084,1084,2022-07-31,"00:07",2079,50,9,85,60,"",53,32,1,2079,1084,FALSE,"Sunday"
"1085",1085,1085,2022-07-31,"11:07",1013,1,1,23,2,"",23,NA,0,967,1085,FALSE,"Sunday"
"1086",1086,1086,2022-07-31,"22:07",36241,713,137,1859,868,"OC",1367,492,18,35053,1086,TRUE,"Sunday"
"1087",1087,1087,2022-08-01,"15:08",1311,17,2,30,22,"How many scoops of pre-workout does it take to get out of an existential crisis? 
3.5, but it'll be back in 6 hours.",30,NA,3,1253,1087,FALSE,"Monday"
"1088",1088,1088,2022-08-01,"20:08",2187,38,10,70,49,"third (best) critique meme",45,25,1,2085,1088,FALSE,"Monday"
"1089",1089,1089,2022-08-03,"09:08",2515,135,34,245,170,"",178,67,1,2447,1089,FALSE,"Wednesday"
"1090",1090,1090,2022-08-03,"18:08",1804,35,3,73,39,"",61,12,1,1744,1090,FALSE,"Wednesday"
"1091",1091,1091,2022-08-04,"20:08",3629,72,18,157,98,"Guys, it's important that you learn how to be a RATIONAL person through Cognitive CBT therapy.
O.C.",89,68,8,3386,1091,TRUE,"Thursday"
"1092",1092,1092,2022-08-05,"13:08",1936,25,4,59,42,"Low effort meme expressing my minor enlightenment from meditation today.",53,6,13,1684,1092,FALSE,"Friday"
"1093",1093,1093,2022-08-07,"14:08",3418,78,9,524,91,"",424,100,4,3259,1093,FALSE,"Sunday"
"1094",1094,1094,2022-08-07,"15:08",1464,20,4,82,27,"We've been looking for america for a while now. Let us know if anyone finds it okay?",58,24,3,1360,1094,FALSE,"Sunday"
"1095",1095,1095,2022-08-08,"17:08",2703,113,17,133,134,"",102,31,4,2556,1095,FALSE,"Monday"
"1096",1096,1096,2022-08-09,"09:08",3051,61,14,416,75,"",184,232,0,2942,1096,FALSE,"Tuesday"
"1097",1097,1097,2022-08-10,"09:08",2418,26,6,158,35,"",90,68,3,2313,1097,FALSE,"Wednesday"
"1098",1098,1098,2022-08-10,"10:08",1308,16,0,116,17,"",97,19,1,1240,1098,FALSE,"Wednesday"
"1099",1099,1099,2022-08-10,"17:08",1971,22,2,148,25,"I'm dying. I need Disco Elysium memes to live. Please",100,48,1,1902,1099,FALSE,"Wednesday"
"1100",1100,1100,2022-08-11,"12:08",18485,610,67,1726,750,"",1434,292,73,17374,1100,FALSE,"Thursday"
"1101",1101,1101,2022-08-11,"12:08",3091,124,15,325,142,"",240,85,3,2942,1101,FALSE,"Thursday"
"1102",1102,1102,2022-08-12,"13:08",1476,27,4,25,31,"Freudmin just finished his intro to social work final and can now return to the abyss",17,8,0,1378,1102,TRUE,"Friday"
"1103",1103,1103,2022-08-13,"10:08",2277,23,0,103,25,"",53,50,2,2155,1103,FALSE,"Saturday"
"1104",1104,1104,2022-08-14,"13:08",3056,59,11,156,71,"",105,51,1,2963,1104,FALSE,"Sunday"
