"","X.1","X","date","time","impressions","likes","shares","total_clicks","engagements","description","other_clicks","photo_views","comments","reach","vectorific","isOc","weekday"
"74",74,74,2022-03-13,"17:03",2297,81,9,196,90,"",124,72,0,2294,74,FALSE,"Sunday"
"75",75,75,2022-03-13,"21:03",1411,19,2,30,23,"",24,6,2,1368,75,FALSE,"Sunday"
"76",76,76,2022-03-13,"23:03",1956,38,10,64,48,"",38,26,0,1935,76,FALSE,"Sunday"
"77",77,77,2022-03-14,"08:03",1638,39,5,36,44,"",27,9,0,1608,77,FALSE,"Monday"
"78",78,78,2022-03-14,"16:03",2156,78,6,66,90,"",53,13,6,2130,78,FALSE,"Monday"
"79",79,79,2022-03-14,"19:03",1858,61,9,97,72,"",55,42,2,1833,79,FALSE,"Monday"
"80",80,80,2022-03-14,"19:03",1330,31,5,38,36,"",29,9,0,1328,80,FALSE,"Monday"
"81",81,81,2022-03-14,"22:03",2550,30,2,320,32,"",130,189,0,2501,81,FALSE,"Monday"
"82",82,82,2022-03-15,"10:03",2269,41,5,153,46,"",65,88,0,2216,82,FALSE,"Tuesday"
"83",83,83,2022-03-15,"13:03",3721,27,3,586,39,"OC",172,414,9,3630,83,TRUE,"Tuesday"
"84",84,84,2022-03-17,"10:03",1583,28,8,55,39,"",48,7,3,1503,84,FALSE,"Thursday"
"85",85,85,2022-03-17,"13:03",1443,21,0,32,25,"True Story.",27,5,4,1357,85,FALSE,"Thursday"
"86",86,86,2022-03-17,"18:03",1217,49,5,55,54,"",35,20,0,1177,86,FALSE,"Thursday"
"87",87,87,2022-03-17,"22:03",753,18,0,27,18,"Brothers, we can just start planting trees everywhere. They can't stop all of us.",27,NA,0,726,87,FALSE,"Thursday"
"88",88,88,2022-03-18,"11:03",2813,76,17,311,98,"",166,145,5,2719,88,FALSE,"Friday"
"89",89,89,2022-03-19,"13:03",1886,50,7,73,57,"I actually gave a Foucault finger-puppet to one of the other admins for Christmas this year",50,20,0,1860,89,FALSE,"Saturday"
"90",90,90,2022-03-19,"23:03",1488,26,3,90,30,"",67,23,1,1430,90,FALSE,"Saturday"
"91",91,91,2022-03-20,"07:03",1776,52,7,65,59,"Possibly a repost",35,30,0,1735,91,FALSE,"Sunday"
"92",92,92,2022-03-20,"10:03",3318,143,18,160,166,"Stolen shamelessly",105,55,5,3201,92,FALSE,"Sunday"
"93",93,93,2022-03-20,"13:03",662,18,0,14,19,"",4,10,1,636,93,FALSE,"Sunday"
"94",94,94,2022-03-20,"16:03",1378,28,1,280,30,"",174,106,1,1303,94,FALSE,"Sunday"
"95",95,95,2022-03-20,"17:03",3038,111,18,139,138,"Feeling self-conscious at the gym",111,28,9,2959,95,FALSE,"Sunday"
"96",96,96,2022-03-21,"16:03",1080,30,3,24,33,"",13,11,0,1044,96,FALSE,"Monday"
"97",97,97,2022-03-21,"19:03",5278,204,29,302,253,"Oc",235,67,20,5203,97,FALSE,"Monday"
"98",98,98,2022-03-21,"22:03",1154,20,3,17,23,"",12,5,0,1121,98,FALSE,"Monday"
"99",99,99,2022-03-22,"14:03",2042,80,8,210,88,"",118,92,0,1985,99,FALSE,"Tuesday"
"100",100,100,2022-03-22,"14:03",1385,68,9,78,77,"",46,32,0,1341,100,FALSE,"Tuesday"
"101",101,101,2022-03-23,"02:03",1780,52,15,127,69,"",76,51,2,1768,101,FALSE,"Wednesday"
"102",102,102,2022-03-23,"12:03",2777,65,7,103,79,"Been listening to Zen Mind, Beginners mind in the gym. Suzuki Roshi talks about frogs for a good 15 minutes. It's good stuff.",76,27,7,2594,102,FALSE,"Wednesday"
"103",103,103,2022-03-23,"14:03",1487,30,6,31,37,"zenfroggezenfrogge",23,8,1,1442,103,FALSE,"Wednesday"
"104",104,104,2022-03-24,"22:03",1901,48,11,199,59,"",69,130,0,1857,104,FALSE,"Thursday"
"105",105,105,2022-03-25,"05:03",4293,72,10,154,95,"",86,68,13,4196,105,FALSE,"Friday"
"106",106,106,2022-03-25,"09:03",4122,128,11,155,148,"not OC",66,89,9,4003,106,TRUE,"Friday"
"107",107,107,2022-03-25,"14:03",1310,25,4,65,29,"",18,47,0,1264,107,FALSE,"Friday"
"108",108,108,2022-03-25,"20:03",2384,39,6,581,48,"OC
Remember kids everything is always France's fault...
Except when it's England's fault.
https://en.wikipedia.org/wiki/Saxon_Wars",15,527,3,2344,108,TRUE,"Friday"
"109",109,109,2022-03-26,"09:03",2520,146,21,253,169,"",55,198,2,2441,109,FALSE,"Saturday"
"110",110,110,2022-03-26,"19:03",1427,27,3,63,30,"I'm sure someone has done this before but
OC",22,40,0,1402,110,TRUE,"Saturday"
"111",111,111,2022-03-27,"13:03",817,15,2,36,18,"",21,15,1,772,111,FALSE,"Sunday"
"112",112,112,2022-03-27,"13:03",2095,70,6,232,78,"",152,80,2,2049,112,FALSE,"Sunday"
"113",113,113,2022-03-27,"17:03",1612,41,2,112,43,"",73,39,0,1554,113,FALSE,"Sunday"
"114",114,114,2022-03-28,"06:03",1724,38,9,96,52,"OC",37,59,5,1639,114,TRUE,"Monday"
"115",115,115,2022-03-28,"12:03",1824,39,4,93,45,"The other route- they lean into it and make a cult instead of retiring. 
O.C.",29,64,2,1737,115,TRUE,"Monday"
"116",116,116,2022-03-28,"13:03",1552,41,8,102,51,"",38,64,2,1476,116,FALSE,"Monday"
"117",117,117,2022-03-28,"16:03",1465,41,7,61,48,"",21,40,0,1402,117,FALSE,"Monday"
"118",118,118,2022-03-28,"17:03",1137,30,3,69,33,"",21,48,0,1110,118,FALSE,"Monday"
"119",119,119,2022-03-28,"18:03",752,12,0,48,12,"",48,NA,0,703,119,FALSE,"Monday"
"120",120,120,2022-03-28,"21:03",1567,37,4,37,42,"O.C. but the picture is from some random buff boi.",28,9,1,1489,120,TRUE,"Monday"
"121",121,121,2022-03-29,"05:03",2979,77,17,191,115,"I can't take fundies who aren't also militant enviromentalists seriously.
OC",158,33,21,2738,121,TRUE,"Tuesday"
"122",122,122,2022-03-29,"16:03",1407,23,2,35,25,"",21,14,0,1343,122,FALSE,"Tuesday"
"123",123,123,2022-03-30,"08:03",1129,24,5,35,29,"",21,14,0,1073,123,FALSE,"Wednesday"
"124",124,124,2022-03-30,"14:03",15372,211,32,1602,267,"OC",756,846,24,15001,124,TRUE,"Wednesday"
"125",125,125,2022-03-31,"05:03",2987,68,6,68,75,"OC",39,29,1,2917,125,TRUE,"Thursday"
"126",126,126,2022-03-31,"10:03",2990,131,10,304,147,"",226,78,6,2925,126,FALSE,"Thursday"
"127",127,127,2022-03-31,"16:03",1703,26,2,64,29,"Submission from a Bro:
""It is perhaps true to say that, in Greece, mathematics were born from techniques of measurement.""
--Foucault",50,14,1,1612,127,FALSE,"Thursday"
"128",128,128,2022-02-07,"04:02",457,8,1,10,9,"",4,6,0,423,128,FALSE,"Monday"
"129",129,129,2022-01-01,"19:01",2207,125,14,208,141,"",136,72,2,2144,129,FALSE,"Saturday"
"130",130,130,2022-01-02,"09:01",1455,41,5,240,46,"",122,118,0,1430,130,FALSE,"Sunday"
"131",131,131,2022-01-02,"09:01",959,23,0,99,27,"",97,NA,4,912,131,FALSE,"Sunday"
"132",132,132,2022-01-02,"10:01",2257,95,9,96,114,"Post-Modernism? Nah man, I just post Physique.",96,NA,10,2158,132,FALSE,"Sunday"
"133",133,133,2022-01-02,"19:01",1185,61,10,43,71,"",24,19,0,1145,133,FALSE,"Sunday"
"134",134,134,2022-01-03,"00:01",1598,34,7,291,41,"",122,169,0,1554,134,FALSE,"Monday"
"135",135,135,2022-01-04,"07:01",1588,57,11,276,72,"",212,64,4,1535,135,FALSE,"Tuesday"
"136",136,136,2022-01-04,"21:01",1869,76,9,130,94,"Blatantly stolen",102,27,9,1855,136,FALSE,"Tuesday"
"137",137,137,2022-01-05,"10:01",1690,81,12,163,94,"",114,36,1,1615,137,FALSE,"Wednesday"
"138",138,138,2022-01-05,"22:01",1437,58,6,112,64,"",67,45,0,1384,138,FALSE,"Wednesday"
"139",139,139,2022-01-05,"23:01",924,19,2,16,21,"",9,7,0,917,139,FALSE,"Wednesday"
"140",140,140,2022-01-06,"10:01",988,24,0,20,27,"From now on, gonna refer to cooking as ""Predigesting"" in order to focus on the nutritional aspect and educate folks about human evolution. 😤",20,NA,3,967,140,TRUE,"Thursday"
"141",141,141,2022-01-07,"10:01",1553,45,3,193,53,"O.C. 

Actually this is a subject of some debate, because although Freud had read Darwin and is known to have referred to him in some of his letters and writings, it's possible that he was really more compelled by what we'd refer to as ""Proto-Darwinist"" thought, including such concepts as phylogeny. I, Gymmin, feel compelled to admit my relative ignorance on the topic.

However, the harmony of the evolutionary and psychoanalytic views is the concept of the human mind as being a reaction to the environment which it developed in, including on the long term of the development of the human species.",81,112,5,1495,141,TRUE,"Friday"
"142",142,142,2022-01-07,"15:01",1122,35,6,30,41,"Reminder",18,12,0,1090,142,FALSE,"Friday"
"143",143,143,2022-01-07,"20:01",2282,136,24,49,162,"OC
Eukaryosis was a mistake.",28,21,2,2178,143,TRUE,"Friday"
"144",144,144,2022-01-07,"23:01",1547,44,3,235,48,"",108,127,1,1497,144,FALSE,"Friday"
"145",145,145,2022-01-07,"23:01",1684,86,11,96,97,"",58,38,0,1586,145,FALSE,"Friday"
"146",146,146,2022-01-08,"09:01",1462,112,17,93,129,"",43,50,0,1426,146,FALSE,"Saturday"
"147",147,147,2022-01-08,"14:01",1892,27,4,188,35,"Autobiographical O.C.",67,121,4,1828,147,TRUE,"Saturday"
"148",148,148,2022-01-08,"23:01",1790,77,11,37,90,"",26,11,2,1768,148,FALSE,"Saturday"
"149",149,149,2022-01-09,"17:01",1195,43,3,61,48,"",47,14,2,1145,149,FALSE,"Sunday"
"150",150,150,2022-01-10,"19:01",1370,25,1,38,30,"OC",32,6,4,1316,150,TRUE,"Monday"
"151",151,151,2022-01-11,"11:01",540,6,1,19,7,"",8,8,0,508,151,FALSE,"Tuesday"
"152",152,152,2022-01-11,"22:01",1865,116,13,138,133,"",101,37,4,1825,152,FALSE,"Tuesday"
"153",153,153,2022-01-12,"08:01",739,20,2,9,22,"",2,7,0,704,153,FALSE,"Wednesday"
"154",154,154,2022-01-12,"14:01",1021,13,2,17,15,"Ngl The King in Yellow is better than like 95% of Lovecraft",12,5,0,979,154,FALSE,"Wednesday"
"155",155,155,2022-01-13,"12:01",725,44,4,98,49,"",67,28,1,711,155,FALSE,"Thursday"
"156",156,156,2022-01-13,"12:01",901,25,2,15,27,"",7,8,0,872,156,FALSE,"Thursday"
"157",157,157,2022-01-13,"15:01",810,19,0,18,20,"Admin pic
Felt cute might delete later",13,5,1,791,157,FALSE,"Thursday"
"158",158,158,2022-01-13,"17:01",728,23,2,57,26,"",26,31,1,697,158,FALSE,"Thursday"
"159",159,159,2022-01-13,"22:01",1642,103,12,113,117,"",73,40,2,1578,159,FALSE,"Thursday"
"160",160,160,2022-01-14,"21:01",1709,90,7,146,104,"",105,41,7,1684,160,FALSE,"Friday"
"161",161,161,2022-01-15,"19:01",666,26,2,29,28,"",19,10,0,635,161,FALSE,"Saturday"
"162",162,162,2022-01-16,"07:01",1737,71,7,285,81,"",144,141,3,1666,162,FALSE,"Sunday"
"163",163,163,2022-01-16,"08:01",1544,68,5,257,79,"",178,79,6,1485,163,FALSE,"Sunday"
"164",164,164,2022-01-16,"19:01",478,21,1,17,23,"Before y'all get mad, remember they're both Bri'ish and therefore equally subhuman
OC",16,1,1,440,164,TRUE,"Sunday"
"165",165,165,2022-01-17,"16:01",4298,101,16,192,119,"",150,42,2,4120,165,FALSE,"Monday"
"166",166,166,2022-01-17,"20:01",922,18,1,47,19,"",21,26,0,876,166,FALSE,"Monday"
"167",167,167,2022-01-18,"08:01",1030,19,4,85,24,"",47,38,1,992,167,FALSE,"Tuesday"
"168",168,168,2022-01-18,"18:01",748,44,5,32,49,"",24,8,0,726,168,FALSE,"Tuesday"
"169",169,169,2022-01-18,"18:01",654,13,1,16,15,"",10,6,1,607,169,FALSE,"Tuesday"
"170",170,170,2022-01-19,"07:01",1125,30,0,170,30,"",60,110,0,1086,170,FALSE,"Wednesday"
"171",171,171,2022-01-19,"11:01",860,13,0,12,13,"",10,2,0,823,171,FALSE,"Wednesday"
"172",172,172,2022-01-19,"21:01",1256,41,6,76,50,"",42,34,3,1242,172,FALSE,"Wednesday"
"173",173,173,2022-01-19,"22:01",881,16,5,59,21,"I will keep posting Disco Elysium until the other admins play it",27,32,0,857,173,FALSE,"Wednesday"
"174",174,174,2022-01-20,"10:01",748,16,2,26,18,"",16,10,0,692,174,FALSE,"Thursday"
"175",175,175,2022-01-20,"10:01",800,18,1,32,19,"",8,24,0,772,175,FALSE,"Thursday"
"176",176,176,2022-01-20,"18:01",1447,55,5,121,60,"",55,66,0,1376,176,FALSE,"Thursday"
"177",177,177,2022-01-22,"09:01",905,64,1,108,67,"",70,38,2,854,177,FALSE,"Saturday"
"178",178,178,2022-01-22,"22:01",1006,26,0,44,26,"",21,23,0,972,178,FALSE,"Saturday"
"179",179,179,2022-01-23,"09:01",1557,41,4,201,47,"",85,116,2,1497,179,FALSE,"Sunday"
"180",180,180,2022-01-23,"12:01",1648,80,5,76,89,"",58,18,4,1630,180,FALSE,"Sunday"
"181",181,181,2022-01-24,"07:01",711,9,0,25,10,"",17,8,1,679,181,FALSE,"Monday"
"182",182,182,2022-01-24,"08:01",533,39,4,11,45,"Rise and Grind, Kings. Those hoe's aint gonna scare themselves. 😤😤💪",11,NA,2,499,182,FALSE,"Monday"
"183",183,183,2022-01-24,"08:01",1054,37,4,56,43,"",43,13,2,1014,183,FALSE,"Monday"
"184",184,184,2022-01-24,"19:01",1510,97,7,115,105,"",83,32,1,1468,184,FALSE,"Monday"
"185",185,185,2022-01-24,"22:01",652,26,2,7,28,"",4,3,0,613,185,FALSE,"Monday"
"186",186,186,2022-01-25,"11:01",1347,70,9,70,79,"Bad fishe. No evolve. Only swimme.",34,36,0,1303,186,FALSE,"Tuesday"
"187",187,187,2022-01-26,"07:01",933,34,3,54,39,"",38,16,2,907,187,FALSE,"Wednesday"
"188",188,188,2022-01-26,"20:01",1844,70,9,392,80,"",168,224,1,1823,188,FALSE,"Wednesday"
"189",189,189,2022-01-26,"22:01",906,19,0,16,19,"A monument to all my sins",11,5,0,869,189,FALSE,"Wednesday"
"190",190,190,2022-01-26,"23:01",1470,60,5,81,67,"",53,28,2,1452,190,FALSE,"Wednesday"
"191",191,191,2022-01-27,"10:01",1653,102,8,136,111,"Stoicism hours",60,76,1,1641,191,FALSE,"Thursday"
"192",192,192,2022-01-27,"13:01",1900,68,8,253,78,"",171,82,2,1830,192,FALSE,"Thursday"
"193",193,193,2022-01-27,"17:01",1032,43,6,62,50,"",50,12,1,972,193,FALSE,"Thursday"
"194",194,194,2022-01-28,"10:01",800,3,0,8,3,"",2,6,0,766,194,FALSE,"Friday"
"195",195,195,2022-01-28,"12:01",782,24,3,14,31,"",8,6,4,740,195,FALSE,"Friday"
"196",196,196,2022-01-28,"17:01",3710,80,9,159,98,"Go ahead Deleuzians explain what I got wrong (seriously though)",128,31,9,3624,196,FALSE,"Friday"
"197",197,197,2022-01-28,"17:01",1423,35,4,113,39,"",79,34,0,1353,197,FALSE,"Friday"
"198",198,198,2022-01-28,"19:01",1348,49,2,58,52,"",43,15,1,1305,198,FALSE,"Friday"
"199",199,199,2022-01-29,"11:01",1006,26,2,36,28,"",24,12,0,956,199,FALSE,"Saturday"
"200",200,200,2022-01-30,"18:01",2296,81,11,88,99,"",70,18,7,2096,200,FALSE,"Sunday"
"201",201,201,2022-01-30,"21:01",1186,14,1,22,15,"",15,6,0,1115,201,FALSE,"Sunday"
"202",202,202,2022-01-31,"11:01",4987,132,41,336,181,"I will not elaborate on this O.C.",172,164,8,4734,202,TRUE,"Monday"
"203",203,203,2022-01-31,"17:01",1299,13,0,140,13,"",59,81,0,1251,203,FALSE,"Monday"
"204",204,204,2022-02-01,"08:02",1579,64,8,61,79,"",51,10,7,1545,204,FALSE,"Tuesday"
"205",205,205,2022-02-01,"13:02",1138,27,5,47,35,"",29,18,3,1078,205,FALSE,"Tuesday"
"206",206,206,2022-02-02,"07:02",1593,86,5,86,94,"",59,27,3,1554,206,FALSE,"Wednesday"
"207",207,207,2022-02-02,"08:02",3506,124,28,161,156,"",66,95,4,3284,207,FALSE,"Wednesday"
"208",208,208,2022-02-02,"12:02",1753,41,9,166,53,"O.C.

 
 
Here's a bit of an explanation for those who have interest.
In ""Modern Man In Search of A Soul,"" Jung describes the confessional as a societal precursor of psychoanalysis. According to his view, confession is the first step in the psychoanalytic process - and a cause of great relief. He thinks that anything which we feel the need to keep secret from others becomes like an alienating sin to us. Confession undoes that alienation- it's the reestablishment of appropriate relationship. A person can feel accepted because they confess. 

Upon closer examination, confession plays an important roll in more than just the healing process of therapy- it's necessary to enter a romantic relationship, or to make amends with a person who has been offended. Confession also occurs on a larger social scale, celebrities feel compelled to confess to the public whenever the tides of public opinion turn against them. Confession also plays an interesting role in cult psychology and the psychology of reeducation and prison camps.

In all cases, the goal of confession is the establishment or reestablishment of a relationship, and the thereby alleviation of a sense of alienation.",51,115,3,1630,208,TRUE,"Wednesday"
"209",209,209,2022-02-02,"20:02",1344,20,0,136,20,"Do the worst two sitcoms have buddha-nature?",80,56,0,1284,209,FALSE,"Wednesday"
"210",210,210,2022-02-03,"08:02",1283,35,7,58,43,"",28,30,1,1240,210,FALSE,"Thursday"
"211",211,211,2022-02-03,"11:02",864,22,2,15,24,"No mom, I'm not a hypochondriac- it's called being a Sickma Male",15,NA,0,776,211,TRUE,"Thursday"
"212",212,212,2022-02-03,"13:02",1465,44,4,131,48,"XKCD becoming a schizo page? Finally.",50,81,0,1424,212,FALSE,"Thursday"
"213",213,213,2022-02-03,"23:02",1132,47,2,50,51,"",27,23,2,1088,213,FALSE,"Thursday"
"214",214,214,2022-02-04,"09:02",685,29,3,11,32,"",6,5,0,657,214,FALSE,"Friday"
"215",215,215,2022-02-04,"19:02",1210,21,2,52,23,"",29,23,0,1154,215,FALSE,"Friday"
"216",216,216,2022-02-04,"19:02",1641,69,5,89,76,"OC",68,21,2,1560,216,TRUE,"Friday"
"217",217,217,2022-02-04,"23:02",1017,18,1,51,19,"I love this painting. Used to be my wallpaper for a while. It's like a reverse Ozymandias.",20,31,0,992,217,FALSE,"Friday"
"218",218,218,2022-02-04,"23:02",1078,38,7,45,45,"",17,27,0,1056,218,FALSE,"Friday"
